"company_id","valuation","funding","select_investors"
771,1000000000,148000000,"""Accel, Greylock Partners, Meritech Capital Partners"""
1005,1000000000,226000000,"""Insight Partners, Bain Capital Ventures"""
758,1000000000,148000000,"""Andreessen Horowitz, Bessemer Venture Partners, Coatue Management"""
652,1000000000,149000000,"""GGV Capital, Hillhouse Capital Management, IDG Capital"""
8,38000000000,14000000000,"Tiger Global Management"
760,1000000000,14000000,"""Shunwei Capital Partners, 5Y Capital, Legend Capital"""
394,2000000000,150000000,"""Sequoia Capital, General Catalyst, Human Capital"""
393,2000000000,150000000,"""Ant Group, Charoen Pokphand Group, Bow Wave Capital"""
870,1000000000,150000000,"""C5 Capital, Hemisphere Ventures, The Venture Collective"""
804,1000000000,150000000,"""Venrock, Innovation Endeavors, Insights Partners"""
1041,1000000000,151000000,"""Sequoia Capital China, Linear Venture, Hearst Ventures"""
443,2000000000,151000000,"""Andreessen Horowitz, Greylock Partners, Sequoia Capital"""
978,1000000000,151000000,"""IDG Capital, Francisco Partners, ZhenFund"""
612,1000000000,151000000,"""Temasek, BUILD Capital Partners, Northzone Ventures"""
714,1000000000,151000000,"""Phoenix New Media, Tianjin Haihe Industry Fund"""
925,1000000000,152000000,"""Wildcat Capital Management, Insight Partners, Tola Capital"""
421,2000000000,152000000,"""Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital"""
449,2000000000,152000000,"""Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures"""
1022,1000000000,154000000,"""Version One Ventures, Uncork Capital, Bessemer Venture Partners"""
240,3000000000,154000000,"Alibaba Pictures Group"
644,1000000000,154000000,"""Shenzhen Capital Group, Robert Bosch Venture Capital, SeptWolves Ventures"""
718,1000000000,156000000,"""Bessemer Venture Partners, Eniac Ventures, Canapi Ventures"""
920,1000000000,156000000,"""Accomplice, Oak Investment Partners, Georgian Partners"""
1048,1000000000,156000000,"""Sequoia Capital, Thrive Capital, Sound Ventures"""
1024,1000000000,157000000,"""Union Square Ventures, Insight Partners, Spark Capital"""
929,1000000000,157000000,"""Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"""
751,1000000000,157000000,"""Tencent Holdings, Tiger Global Management, Global Founders Capital"""
1012,1000000000,15000000,"""K2 Global, 500 Startups"""
863,1000000000,160000000,"""Andreessen Horowitz, Intel Capital, Foundation Capital"""
662,1000000000,160000000,"""8VC, Menlo Ventures, Tiger Global Management"""
1027,1000000000,161000000,"""Javelin Venture Partners, TTV Capital, Peterson Ventures"""
783,1000000000,161000000,"""Index Ventures, Sequoia Capital, Bezos Expeditions"""
592,2000000000,161000000,"""Sequoia Capital, Paradigm, Pantera Capital"""
1023,1000000000,163000000,"""GreatPoint Ventures, Tiger Global Management, Menlo Ventures"""
1051,1000000000,163000000,"FTV Capital"
633,1000000000,163000000,"""Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures"""
635,1000000000,164000000,"""China Culture Industrial Investment Fund, We Capital, China Minsheng Investment Group"""
750,1000000000,165000000,"""Sequoia Capital, Y Combinator, Accel"""
697,1000000000,165000000,"""Bonfire Ventures, Two Sigma Ventures, FJ Labs"""
886,1000000000,165000000,"""Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures"""
826,1000000000,166000000,"""WestBridge Capital, GSV Ventures, Elevar Equity"""
1000,1000000000,166000000,"""Fifth Wall Ventures, JBV Capital, Array Ventures"""
740,1000000000,166000000,"""AirTree Ventures, Insight Partners, Index Ventures"""
798,1000000000,167000000,"""Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund"""
1008,1000000000,167000000,"""Global Founders Capital, 468 Capital, Redalpine Venture Partners"""
761,1000000000,167000000,"""Wamda Capital, Endeavor, Riverwood Capital"""
701,1000000000,169000000,"""New Enterprise Associates, CRV, Index Ventures"""
825,1000000000,169000000,"""8VC, Norwest Venture Partners, Tiger Global Management"""
344,3000000000,170000000,"""Spectrum Equity, ICONIQ Capital, Grayhawk Capital"""
695,1000000000,170000000,"""Andreessen Horowitz, Initialized Capital, TriplePoint Capital"""
876,1000000000,170000000,"""Georgian Co-Investment Fund, iTech Capital, Galaxy Digital"""
643,1000000000,171000000,"""UNITY VENTURES, Qiming Venture Partners, GGV Capital"""
509,2000000000,172000000,"""Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group"""
979,1000000000,172000000,"""Owl Ventures, Technology Crossover Ventures, Tao Capital Partners"""
1031,1000000000,172000000,"""True Ventures, Altimeter Capital, Redpoint Ventures"""
817,1000000000,172000000,"""XBTO Ventures, Raven One Ventures, SK Ventures"""
943,1000000000,173000000,"""BOC International, TopoScend Capital, Hongxiu VC"""
975,1000000000,174000000,"""Accel, Cobalt Capital, Andreessen Horowitz"""
647,1000000000,174000000,"""Pelion Venture Partners, Foundation Capital, Thoma Bravo"""
426,2000000000,177000000,"""Accel, Institutional Venture Partners, Tiger Global Management"""
705,1000000000,177000000,"""Sequoia Capital India, Hummingbird Ventures, Epiq Capital"""
724,1000000000,178000000,"""Atinum Investment, Company K Partners, GIC"""
464,2000000000,179000000,"""Paradigm, Huobi Ventures, Andreessen Horowitz"""
942,1000000000,17000000,"""Pantera Capital, Cadenza Ventures, BlockTower Capital"""
354,3000000000,180000000,"""Benchmark, Bessemer Venture Partners"""
688,1000000000,181000000,"""Global Founders Capital, Comcast Ventures, Forerunner Ventures"""
1045,1000000000,181000000,"""New Enterprise Associates, Benchmark, Two Sigma Ventures"""
391,2000000000,181000000,"""Accel, Benchmark, SV Angel"""
891,1000000000,182000000,"""Battery Ventures, Tiger Global Management, Hanaco Ventures"""
1066,1000000000,182000000,"""Co-Energy Finance, Grandland"""
579,2000000000,183000000,"""Benchmark, Altimeter Capital, Quiet Capital"""
686,1000000000,183000000,"""Kickstart Fund, General Catalyst, Drive Capital"""
822,1000000000,185000000,"""Chiratae Ventures, SoftBank Group, Trifecta Capital"""
882,1000000000,185000000,"""Salesforce Ventures, next47, Pereg Ventures"""
816,1000000000,186000000,"""Edison Partners, Georgian Partners, VentureLink"""
369,2000000000,186000000,"""Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital"""
340,3000000000,187000000,"""Coatue Management, BMO Capital, Schonfeld Strategic Advisors"""
1058,1000000000,187000000,"""Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners"""
129,5000000000,187000000,"""General Atlantic, 3i Group, Huagai Capital"""
862,1000000000,187000000,"""Madrona Venture Group, Tiger Global Management, Madera Technology Partners"""
363,2000000000,188000000,"""Trustbridge Partners, IDG Capital, Sequoia Capital China"""
603,1000000000,188000000,"""QF Capital, QC Capital, Unicom Innovation Venture Capital"""
645,1000000000,188000000,"""Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners"""
769,1000000000,189000000,"""RPM Ventures, Inspiration Ventures, Carrick Capital Partners"""
788,1000000000,189000000,"""Mayfield, Madrona Venture Group, Tiger Global Management"""
452,2000000000,190000000,"""BEENEXT, World Innovation Lab, Light Street Capital"""
420,2000000000,190000000,"""Samsung Ventures, SingulariTeam, BP Ventures"""
996,1000000000,190000000,"""AWZ Ventures, Blackstone, Insight Partners"""
763,1000000000,191000000,"""Version One Ventures, Bessemer Venture Partners, FirstMark Capital"""
803,1000000000,192000000,"""FirstMark Capital, Anthemis, CMFG Ventures"""
765,1000000000,192000000,"""Costanoa Ventures, Data Collective, Salesforce Ventures"""
989,1000000000,192000000,"""Lightspeed Venture Partners, Data Collective, 8VC"""
409,2000000000,192000000,"""Smilegate Investment, DSC Investments, KTB Ventures"""
580,2000000000,192000000,"""Insight Partners, Tiger Global Management, Gradient Ventures"""
513,2000000000,193000000,"""Deer Park Road, Altamont Capital Partners, Eldridge"""
809,1000000000,193000000,"""Sequoia Capital India, Rocketship.vc, Lightspeed India Partners"""
791,1000000000,194000000,"""Qualcomm Ventures, Accel, Canaan Partners"""
998,1000000000,195000000,"""Sequoia Capital, DCM Ventures, Insight Partners"""
455,2000000000,195000000,"""Insight Partners, Sequoia Capital, Index Ventures"""
477,2000000000,195000000,"""Menlo Ventures, Alkeon Capital Management, Citi Ventures"""
896,1000000000,196000000,"""Trinity Ventures, Madrona Venture Group, Shasta Ventures"""
797,1000000000,197000000,"""Goodwater Capital, Floodgate, Founders Fund"""
361,2000000000,19000000,"""The Carlyle Group, CVC Capital Partners"""
250,3000000000,1000000000,"""Eastern Bell Capital, SF Holding Co, STO Express"""
229,4000000000,1000000000,"""Ant Financial Services Group, Russia-China Investment Fund, Foxconn Technology Company"""
540,2000000000,1000000000,"""Sequoia Capital China, China Construction Bank, Bank of China"""
73,8000000000,1000000000,"""Lightspeed Venture Partners, Social Capital, Accel"""
852,1000000000,1000000000,"""Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"""
78,8000000000,1000000000,"""Accel, Northzone Ventures, Institutional Venture Partners"""
79,8000000000,1000000000,"""Sixth Street Partners, OrbiMed Advisors, Highland Capital Management"""
632,1000000000,1000000000,"""KKR, TowerBrook Capital Partners"""
314,3000000000,1000000000,"""Mubadala Capital, Bond, Prosus Ventures"""
82,8000000000,1000000000,"""Tenaya Capital, Coatue Management, Stripes Group"""
164,5000000000,1000000000,"""Walden International, Google Ventures, Intel Capital"""
85,7000000000,1000000000,"""Tiger Global Management, Blue Lake Capital, ZhenFund"""
212,4000000000,1000000000,"""Playground Global, Bond, Tribe Capital"""
65,9000000000,1000000000,"""BOLDstart Ventures, Google Ventures, Accel"""
258,3000000000,1000000000,"""FAW Group, Tencent Holdings, Tus Holdings"""
63,9000000000,1000000000,"""Sequoia Capital China, IDG Capital, DCM Ventures"""
58,10000000000,1000000000,"""Y Combinator, Sequoia Capital, Coatue Management"""
31,12000000000,1000000000,"""Khosla Ventures, Forerunner Ventures, Sequoia Capital"""
248,3000000000,1000000000,"""Clermont Group, Coltrane Asset Management, Toscafund Asset Management"""
32,12000000000,1000000000,"""Caffeinated Capital, CRV, Founder Collective"""
252,3000000000,1000000000,"""Y Combinator, Atomico, Accel"""
33,12000000000,1000000000,"""DST Global, Ribbit Capital, Greenoaks Capital Management"""
287,3000000000,1000000000,"""Moore Strategic Ventures, DST Global, Sequoia Capital India"""
251,3000000000,1000000000,"""Hopu Investment Management, Boyu Capital, DC Thomson Ventures"""
243,3000000000,1000000000,"Khosla Ventures"
40,11000000000,1000000000,"""Didi Chuxing, Diamler, TMT Investments"""
44,11000000000,1000000000,"""Activant Capital, Tribe Capital, General Atlantic"""
45,11000000000,1000000000,"""Accel, 83North"""
211,4000000000,1000000000,"""New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital"""
50,10000000000,1000000000,"""Bessemer Venture Partners, ICONIQ Capital, Battery Ventures"""
53,10000000000,1000000000,"""Ribbit Capital, capitalG, Softbank Group"""
285,3000000000,1000000000,"""China Environmental Protection Industry, China Fortune Ocean"""
217,4000000000,1000000000,"""Venrock, Institutional Venture Partners, Goldman Sachs"""
134,5000000000,1000000000,"""Passion Capital, Thrive Capital, Orange Digital Ventures"""
317,3000000000,1000000000,"""Coatue Management, Atlantic Food Labs, DST Global"""
365,2000000000,1000000000,"Automobile Industry Guidance Fund"
91,7000000000,1000000000,"""Menlo Ventures, Spark Capital, Union Square Ventures"""
185,4000000000,1000000000,"""Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co."""
121,6000000000,1000000000,"""Tencent, Baidu, Huasheng Capital"""
335,3000000000,1000000000,"""Holtzbrinck Ventures, Unternehmertum Venture Capital, General Atlantic"""
1014,1000000000,1000000000,"""Tiger Global Management, Hedosophia"""
191,4000000000,1000000000,"""Atop Capital, IDInvest Partners, Qiming Venture Partners"""
334,3000000000,1000000000,"""Times Internet, Nexus Venture Partners, SoftBank Group"""
118,6000000000,1000000000,"""Technology Crossover Ventures, A&E Television Networks"""
115,6000000000,1000000000,"""New Enterprise Associates, Accomplice, IA Ventures"""
113,6000000000,1000000000,"""Aglae Ventures, Eurazeo, Daphni"""
147,5000000000,1000000000,"""China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment"""
136,5000000000,1000000000,"""Sequoia Capital China, Tencent Holdings, Sinovation Ventures"""
130,5000000000,1000000000,"""Venture Highway, Sequoia Capital India, Prosus Ventures"""
321,3000000000,1000000000,"""DST Global, Lightspeed Venture Partners, Microsoft ScaleUp"""
327,3000000000,1000000000,"""ConsenSys Ventures, Valar Ventures, PUC"""
641,1000000000,1000000000,"""American Express Ventures, Goldman Sachs, Bain Capital Credit"""
352,3000000000,1000000000,"""Global Founders Capital, East Ventures, Expedia Inc."""
972,1000000000,1000000000,"""Sinovation Ventures, Tencent Holdings, Sequoia Capital China"""
201,4000000000,1000000000,"""India Quotient, Elevation Capital, Lightspeed Venture Partners"""
168,4000000000,1000000000,"""Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners"""
104,6000000000,1000000000,"""Tencent, Morningside Group"""
171,4000000000,1000000000,"""New Enterprise Associates, Starr Investment Holdings"""
350,3000000000,1000000000,"""Morningside Ventures, Warburg Pincus, CreditEase Fintech Investment Fund"""
101,7000000000,1000000000,"""Initialized Capital, General Catalyst, SignalFire"""
239,4000000000,1000000,"""Sequoia Capital, Bessemer Venture Partners, Threshold Ventures"""
1065,1000000000,200000000,"""Eastern Bell Capital, Danhua Capital, MSA Capital"""
938,1000000000,200000000,"""Tencent, Vcanbio"""
828,1000000000,200000000,"""GGV Capital, Lightspeed Venture Partners, ICONIQ Capital"""
941,1000000000,200000000,"One Equity Partners"
988,1000000000,200000000,"""R-Z Capital, Green Pine Capital Partners, SAIF Partners China"""
484,2000000000,200000000,"""Stripe, Founders Fund, Partech Partners"""
864,1000000000,200000000,"""Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"""
383,2000000000,200000000,"""Foundry Group, Scale Venture Partners, SoftBank Group"""
1060,1000000000,200000000,"""Coatue Management, Insight Partners, Trinity Ventures"""
595,2000000000,200000000,"L Capital Partners"
840,1000000000,200000000,"Inflexion Private Equity"
290,3000000000,200000000,"Goldman Sachs Asset Management"
742,1000000000,201000000,"""Liberty City Ventures, Soros Fund Management, Summer Capital"""
964,1000000000,202000000,"""Female Founders Fund, Oak HC/FT Partners, Sequoia Capital"""
712,1000000000,202000000,"""Lightspeed Venture Partners, Access Industries, Eldridge"""
837,1000000000,202000000,"""LocalGlobe, Balderton Capital, Target Global"""
583,2000000000,202000000,"""Andreessen Horowitz, Kleiner Perkins Caufield & Byers, EQT Ventures"""
411,2000000000,203000000,"""Amiti Ventures, Playground Global, Aleph"""
430,2000000000,204000000,"""Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst"""
875,1000000000,205000000,"""QED Investors, DST Global, Endeavor"""
810,1000000000,205000000,"""New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners"""
805,1000000000,205000000,"""Dynamo VC, Susa Ventures, Founders Fund"""
953,1000000000,205000000,"""Khosla Ventures, General Catalyst, Navitas Capital"""
606,1000000000,206000000,"""Helion Venture Partners, Bain Capital Tech Opportunities, Sequoia Capital India"""
679,1000000000,207000000,"""Source Code Capital, Coatue Management, DCM Ventures"""
907,1000000000,209000000,"""Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners"""
880,1000000000,210000000,"""Mundi Ventures, Doqling Capital Partners, Activant Capital"""
834,1000000000,210000000,"""Zeev Ventures, Group11, Chicago Ventures"""
542,2000000000,210000000,"""Institutional Venture Partners, Atomico, Earlybird Venture Capital"""
1043,1000000000,210000000,"""Northzone Ventures, Maveron, Johnson & Johnson Innovation"""
410,2000000000,211000000,"""Sequoia Capital, General Atlantic"""
637,1000000000,211000000,"""Marathon Venture Partners, Huagai Capital, China Creation Ventures"""
616,1000000000,211000000,"""Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners"""
611,1000000000,214000000,"""Qiming Venture Partners, Vivo Capital, Sequoia Capital China"""
1064,1000000000,215000000,"""Accel, Y Combinator, Amasia"""
1032,1000000000,215000000,"""Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera"""
737,1000000000,215000000,"""Insight Partners, Sequoia Capital, Stripes Group"""
374,2000000000,216000000,"""Sequoia Capital China, Matrix Partners China, 58.com"""
172,4000000000,216000000,"Formation 8"
414,2000000000,217000000,"""Global Founders Capital, Shea Ventures, Greycroft"""
845,1000000000,217000000,"""Founders Fund, Upfront Ventures, 01 Advisors"""
1055,1000000000,217000000,"""Foundation Capital, Summit Partners, Adams Street Partners"""
416,2000000000,218000000,"""Coatue Management, Index Ventures, Founders Fund"""
682,1000000000,218000000,"""Baidu, Tencent Holdings"""
967,1000000000,218000000,"""Accel, Falcon Edge Capital, Norwest Venture Partners"""
551,2000000000,218000000,"""Insight Venture Partners, TPG Growth, Sound Ventures"""
491,2000000000,218000000,"""Revolution, New Enterprise Associates, Caterpillar"""
446,2000000000,219000000,"""Zeev Ventures, Menlo Ventures,Crosslink Capital"""
982,1000000000,220000000,"""Insight Partners, Lightspeed Venture Partners, CyberStarts"""
850,1000000000,221000000,"""FundersClub, Y Combinator, Tiger Global Management"""
928,1000000000,221000000,"""Glory Ventures, Maniv Mobility"""
380,2000000000,221000000,"""Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures"""
451,2000000000,222000000,"""Blackbird Ventures, IndexVentures, Tiger Global Management"""
987,1000000000,223000000,"""Insight Partners, AltaIR Capital, Norma Investments"""
842,1000000000,223000000,"""Goldman Sachs, Leonardo DiCaprio, Promecap"""
620,1000000000,223000000,"""China Minsheng Investment, Baidu, Wanxin Media"""
356,2000000000,224000000,"""Guozhong Venture Capital Management, Shenzhen Capital Group, Oriental Fortune Capital"""
872,1000000000,224000000,"""Banyan Capital, New Horizon Capital, IDG Capital Partners"""
417,2000000000,225000000,"""Mayfield Fund, Insight Partners, Rembrandt Venture Partners"""
427,2000000000,225000000,"""Y Combinator, Andreessen Horowitz, Wonder Ventures"""
255,3000000000,225000000,"""Stripes Group, Neuberger Berman"""
397,2000000000,225000000,"""Technology Crossover Ventures, Accel, Aker"""
857,1000000000,226000000,"""Balderton Capital, Next World Capital, Draper Esprit"""
588,2000000000,226000000,"""Y Combinator, Matrix Partners, Benchmark"""
609,1000000000,227000000,"""Insight Partners, B Capital Group, Lightspeed Venture Partners"""
619,1000000000,227000000,"""IDG Capital, Gaocheng Capital, Chuanrong Capital"""
681,1000000000,228000000,"""Slow Ventures, Andreessen Horowitz, SoftBank Group"""
489,2000000000,229000000,"""Summit Partners, Noshaq, Sofinnova Partners"""
626,1000000000,229000000,"""Yunqi Partners, SoftBank Group, iVision Ventures"""
649,1000000000,230000000,"""Bojiang Capital, Hongdao Capital, Mobai Capital"""
234,4000000000,230000000,"""Dragoneer Investment Group, Hellman & Friedman, JMI Equity"""
770,1000000000,230000000,"""Polaris Partners, Insight Partners, Norwest Venture Partners"""
614,1000000000,231000000,"""Highland Capital Partners, Next Coast Ventures, SoGal Ventures"""
482,2000000000,231000000,"""SoftBank Group, Access Industries, Crossbeam Venture Partners"""
968,1000000000,232000000,"""Sequoia Capital China, ZhenFund, K2 Ventures"""
899,1000000000,232000000,"""Vitruvian Partners, Merieux Equity Partners, Straumann"""
386,2000000000,233000000,"""TSG Consumer Partners, Crowdcube"""
665,1000000000,235000000,"""GGV Capital, IDG Capital, Linear Venture"""
1039,1000000000,235000000,"""Eclipse Ventures, Fidelity Investments, Moore Capital Management"""
800,1000000000,236000000,"""Matrix Partners, Lightspeed Venture Partners, Verizon Ventures"""
457,2000000000,236000000,"""QED Investors, DST Global, Left Lane Capital"""
676,1000000000,236000000,"""Insight Partners, Coinbase Ventures, PayPal Ventures"""
1050,1000000000,237000000,"""Big Bets, General Atlantic, SOFTBANK Latin America Ventures"""
694,1000000000,237000000,"""Newion Partners, SmartFin Capital, OMERS Ventures"""
481,2000000000,237000000,"""Crosslink Capital, .406 Ventures, Sapphire Ventures"""
878,1000000000,238000000,"""FirstMark Capital, Georgian Partners, Norwest Venture Partners"""
995,1000000000,239000000,"""Earlybird Venture Capital, Eleven Ventures, QED Investors"""
1034,1000000000,239000000,"""CRV, Y Combinator, Initialized Capital"""
855,1000000000,240000000,"""Hillhouse Capital Management, Sequoia Capital China, Linear Venture"""
345,3000000000,240000000,"""Uniion Square Ventures, Tiger Global Management, Lightspeed Venture Capital"""
691,1000000000,240000000,"""Greylock Partners, General Catalyst, Khosla Ventures"""
860,1000000000,240000000,"""Mayfield, Accel, Norwest Venture Partners"""
511,2000000000,240000000,"""SOSV, Khosla Ventures, Lerer Hippeau"""
704,1000000000,241000000,"""Initialized Capital, Canaan Partners, Sound Ventures"""
881,1000000000,241000000,"""WRVI Capital, Caffeinated Capital, Y Combinator"""
747,1000000000,241000000,"""FirstMark Capital, Tiger Global Management"""
861,1000000000,243000000,"""Invus Group, Hanaco Venture Capital, WestCap Group"""
407,2000000000,245000000,"""PSG, ION Crossover Partners"""
858,1000000000,245000000,"""Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners"""
749,1000000000,246000000,"""BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners"""
841,1000000000,247000000,"""SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors"""
282,3000000000,248000000,"""Redpoint Ventures, Goldcrest Capital, Insight Partners"""
1026,1000000000,249000000,"""Gunosy Capital, Blume Ventures, Das Capital"""
630,1000000000,249000000,"""Sequoia Capital India, The Times Group, GMO VenturePartners"""
621,1000000000,249000000,"""Yinhong Equity Investment Fund, E Fund, Ideal International"""
847,1000000000,250000000,"""Sequoia Capital China, Rich Land Capital, Merrysunny Wealth"""
223,4000000000,250000000,"""Accel, Insight Partners, Bond Capital"""
1009,1000000000,250000000,"""Silver Lake Partners, General Atlantic"""
563,2000000000,251000000,"""Pitango Venture Capital, DFJ Growth Fund, Foundry Group"""
476,2000000000,251000000,"""Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners"""
970,1000000000,252000000,"""Sequoia Capital China, SIG Asia Investments, ZhenFund"""
