"company_id","date_joined","year_founded"
484,"2021-09-07T00:00:00.000Z",2018
864,"2022-03-15T00:00:00.000Z",2021
383,"2021-07-13T00:00:00.000Z",2010
1060,"2021-10-13T00:00:00.000Z",2017
595,"2012-02-13T00:00:00.000Z",1999
840,"2017-11-27T00:00:00.000Z",1990
290,"2021-09-14T00:00:00.000Z",2008
742,"2022-01-14T00:00:00.000Z",2014
964,"2021-08-17T00:00:00.000Z",2014
712,"2022-02-14T00:00:00.000Z",2017
837,"2021-03-09T00:00:00.000Z",2016
583,"2021-11-17T00:00:00.000Z",2014
411,"2021-06-14T00:00:00.000Z",2018
430,"2021-05-20T00:00:00.000Z",2016
875,"2022-02-01T00:00:00.000Z",2018
810,"2022-02-22T00:00:00.000Z",2019
805,"2021-09-13T00:00:00.000Z",2015
953,"2021-11-30T00:00:00.000Z",2019
606,"2021-05-13T00:00:00.000Z",2009
679,"2021-06-29T00:00:00.000Z",2015
907,"2022-03-29T00:00:00.000Z",2016
880,"2021-07-01T00:00:00.000Z",2018
834,"2021-05-20T00:00:00.000Z",2016
542,"2021-10-18T00:00:00.000Z",2016
1043,"2021-06-02T00:00:00.000Z",1993
410,"2013-02-07T00:00:00.000Z",2004
637,"2021-08-16T00:00:00.000Z",2017
616,"2015-07-22T00:00:00.000Z",2010
611,"2021-07-12T00:00:00.000Z",2016
1064,"2021-09-14T00:00:00.000Z",2014
1032,"2018-05-03T00:00:00.000Z",2005
737,"2022-03-23T00:00:00.000Z",2020
374,"2015-03-09T00:00:00.000Z",2008
172,"2014-11-11T00:00:00.000Z",2012
414,"2021-03-24T00:00:00.000Z",2020
845,"2021-11-10T00:00:00.000Z",2014
1055,"2021-06-29T00:00:00.000Z",2010
416,"2021-09-15T00:00:00.000Z",2018
682,"2018-03-16T00:00:00.000Z",2006
967,"2021-11-16T00:00:00.000Z",2021
551,"2019-02-06T00:00:00.000Z",2012
491,"2015-10-27T00:00:00.000Z",2014
446,"2021-09-02T00:00:00.000Z",2012
982,"2021-12-15T00:00:00.000Z",2020
850,"2021-04-06T00:00:00.000Z",2013
928,"2021-10-12T00:00:00.000Z",2017
380,"2014-12-02T00:00:00.000Z",2007
451,"2021-05-03T00:00:00.000Z",2004
987,"2021-11-09T00:00:00.000Z",2012
842,"2017-08-25T00:00:00.000Z",2008
620,"2015-10-29T00:00:00.000Z",2001
356,"2019-03-25T00:00:00.000Z",2015
872,"2015-01-22T00:00:00.000Z",2011
417,"2021-07-20T00:00:00.000Z",2010
427,"2021-09-16T00:00:00.000Z",2019
255,"2022-03-09T00:00:00.000Z",2012
397,"2021-05-19T00:00:00.000Z",2016
857,"2021-06-23T00:00:00.000Z",2014
588,"2017-04-21T00:00:00.000Z",2009
1005,"2021-01-07T00:00:00.000Z",2015
609,"2022-03-07T00:00:00.000Z",2017
619,"2021-05-24T00:00:00.000Z",2015
681,"2022-02-07T00:00:00.000Z",2019
489,"2021-07-29T00:00:00.000Z",2005
626,"2021-09-15T00:00:00.000Z",2010
649,"2021-02-18T00:00:00.000Z",2016
234,"2021-01-07T00:00:00.000Z",2000
770,"2021-07-21T00:00:00.000Z",2013
614,"2020-12-03T00:00:00.000Z",2015
482,"2022-02-16T00:00:00.000Z",2019
968,"2015-09-08T00:00:00.000Z",2011
899,"2021-10-21T00:00:00.000Z",2014
386,"2017-04-10T00:00:00.000Z",2007
665,"2019-10-25T00:00:00.000Z",2011
1039,"2021-05-05T00:00:00.000Z",2016
800,"2021-12-09T00:00:00.000Z",2010
457,"2022-02-01T00:00:00.000Z",2019
676,"2021-08-04T00:00:00.000Z",2018
1050,"2021-08-03T00:00:00.000Z",2007
694,"2022-01-24T00:00:00.000Z",2018
481,"2021-11-04T00:00:00.000Z",2011
878,"2021-08-05T00:00:00.000Z",2013
995,"2022-02-14T00:00:00.000Z",2018
1034,"2021-02-17T00:00:00.000Z",2017
855,"2021-09-09T00:00:00.000Z",2018
345,"2021-04-14T00:00:00.000Z",2015
691,"2021-07-08T00:00:00.000Z",2014
860,"2022-03-16T00:00:00.000Z",2008
511,"2021-09-23T00:00:00.000Z",2016
704,"2021-11-04T00:00:00.000Z",2016
881,"2020-12-16T00:00:00.000Z",2014
747,"2018-03-27T00:00:00.000Z",2011
861,"2021-05-17T00:00:00.000Z",2019
407,"2021-11-10T00:00:00.000Z",2016
858,"2021-10-04T00:00:00.000Z",2018
749,"2020-12-16T00:00:00.000Z",2015
841,"2019-07-11T00:00:00.000Z",2014
282,"2021-07-13T00:00:00.000Z",2013
1026,"2021-11-28T00:00:00.000Z",2015
630,"2021-10-13T00:00:00.000Z",2009
621,"2021-04-11T00:00:00.000Z",2016
847,"2015-07-30T00:00:00.000Z",2009
223,"2021-06-16T00:00:00.000Z",2011
1009,"2015-01-07T00:00:00.000Z",2000
563,"2018-08-01T00:00:00.000Z",2011
476,"2021-11-07T00:00:00.000Z",2011
970,"2017-04-06T00:00:00.000Z",2012
990,"2021-09-09T00:00:00.000Z",2017
728,"2019-04-25T00:00:00.000Z",2013
415,"2021-12-27T00:00:00.000Z",2016
956,"2018-07-05T00:00:00.000Z",2014
418,"2021-05-25T00:00:00.000Z",2012
892,"2021-10-07T00:00:00.000Z",2019
991,"2021-11-18T00:00:00.000Z",2016
1028,"2016-06-07T00:00:00.000Z",2003
454,"2021-10-27T00:00:00.000Z",2016
400,"2021-07-29T00:00:00.000Z",2011
1042,"2021-04-12T00:00:00.000Z",2012
753,"2021-12-07T00:00:00.000Z",2015
911,"2021-11-18T00:00:00.000Z",2016
819,"2021-06-22T00:00:00.000Z",2012
507,"2021-08-10T00:00:00.000Z",2012
910,"2021-03-22T00:00:00.000Z",2012
756,"2021-11-04T00:00:00.000Z",2018
480,"2022-02-02T00:00:00.000Z",2014
405,"2021-07-13T00:00:00.000Z",2008
683,"2020-08-14T00:00:00.000Z",2012
959,"2021-12-08T00:00:00.000Z",2011
954,"2021-06-07T00:00:00.000Z",2015
203,"2020-04-16T00:00:00.000Z",2016
170,"2020-05-26T00:00:00.000Z",2015
698,"2022-01-26T00:00:00.000Z",2019
790,"2021-02-03T00:00:00.000Z",2008
962,"2021-09-09T00:00:00.000Z",2017
865,"2021-03-10T00:00:00.000Z",2015
461,"2019-03-19T00:00:00.000Z",2014
670,"2017-06-08T00:00:00.000Z",2015
529,"2022-03-14T00:00:00.000Z",2019
634,"2021-03-25T00:00:00.000Z",2017
897,"2021-11-09T00:00:00.000Z",2014
924,"2021-08-16T00:00:00.000Z",2007
768,"2021-09-13T00:00:00.000Z",2013
707,"2022-02-10T00:00:00.000Z",2016
673,"2021-01-19T00:00:00.000Z",2016
1049,"2021-09-21T00:00:00.000Z",2016
1017,"2022-02-09T00:00:00.000Z",2009
856,"2021-04-13T00:00:00.000Z",2017
1007,"2022-03-23T00:00:00.000Z",2015
462,"2021-10-12T00:00:00.000Z",2015
832,"2020-01-09T00:00:00.000Z",2004
265,"2021-02-25T00:00:00.000Z",2016
485,"2021-11-09T00:00:00.000Z",2015
490,"2020-02-11T00:00:00.000Z",2010
723,"2021-11-29T00:00:00.000Z",2017
913,"2021-03-24T00:00:00.000Z",2009
534,"2021-05-06T00:00:00.000Z",2017
494,"2021-10-06T00:00:00.000Z",2013
849,"2021-11-15T00:00:00.000Z",2009
908,"2020-04-28T00:00:00.000Z",2015
264,"2022-03-07T00:00:00.000Z",2018
550,"2021-06-18T00:00:00.000Z",2013
778,"2021-08-03T00:00:00.000Z",2012
624,"2018-11-26T00:00:00.000Z",2011
958,"2013-10-10T00:00:00.000Z",2007
440,"2022-03-22T00:00:00.000Z",2017
921,"2015-07-02T00:00:00.000Z",2011
926,"2021-07-19T00:00:00.000Z",2015
584,"2019-03-04T00:00:00.000Z",2012
980,"2021-07-13T00:00:00.000Z",2014
468,"2020-08-18T00:00:00.000Z",2019
709,"2022-01-25T00:00:00.000Z",2013
138,"2021-03-31T00:00:00.000Z",2014
719,"2022-02-14T00:00:00.000Z",2018
505,"2019-11-11T00:00:00.000Z",2001
811,"2021-09-15T00:00:00.000Z",2012
395,"2021-09-30T00:00:00.000Z",2015
746,"2021-10-28T00:00:00.000Z",2016
1052,"2021-09-29T00:00:00.000Z",2014
806,"2021-07-27T00:00:00.000Z",2016
873,"2015-06-02T00:00:00.000Z",2013
966,"2019-06-18T00:00:00.000Z",2016
545,"2020-01-21T00:00:00.000Z",2011
912,"2021-10-26T00:00:00.000Z",2015
187,"2021-03-23T00:00:00.000Z",2016
47,"2019-12-20T00:00:00.000Z",2012
868,"2021-10-26T00:00:00.000Z",2011
671,"2022-02-24T00:00:00.000Z",2017
521,"2021-01-19T00:00:00.000Z",2014
591,"2021-09-16T00:00:00.000Z",2016
593,"2021-11-22T00:00:00.000Z",2015
84,"2020-07-01T00:00:00.000Z",1998
459,"2022-01-11T00:00:00.000Z",2020
514,"2019-10-08T00:00:00.000Z",2005
425,"2021-12-21T00:00:00.000Z",2016
561,"2020-03-10T00:00:00.000Z",2010
303,"2021-08-24T00:00:00.000Z",2014
914,"2022-01-26T00:00:00.000Z",2012
957,"2021-02-17T00:00:00.000Z",2014
368,"2022-01-10T00:00:00.000Z",2018
204,"2021-07-01T00:00:00.000Z",2015
14,"2019-03-05T00:00:00.000Z",2013
1010,"2018-12-10T00:00:00.000Z",2015
10,"2018-04-26T00:00:00.000Z",2015
220,"2022-02-22T00:00:00.000Z",2014
615,"2018-12-20T00:00:00.000Z",2016
6,"2019-05-02T00:00:00.000Z",2012
3,"2014-01-23T00:00:00.000Z",2010
34,"2021-03-26T00:00:00.000Z",2015
12,"2021-07-20T00:00:00.000Z",2018
657,"2018-06-01T00:00:00.000Z",2016
169,"2018-07-16T00:00:00.000Z",2011
2,"2018-07-03T00:00:00.000Z",2008
26,"2018-10-16T00:00:00.000Z",2017
93,"2018-01-17T00:00:00.000Z",2011
176,"2019-02-27T00:00:00.000Z",2015
86,"2019-05-13T00:00:00.000Z",2011
66,"2020-10-01T00:00:00.000Z",2016
64,"2019-02-11T00:00:00.000Z",2016
62,"2019-06-10T00:00:00.000Z",2005
60,"2020-07-15T00:00:00.000Z",2018
71,"2019-04-09T00:00:00.000Z",2007
640,"2014-05-21T00:00:00.000Z",2008
56,"2019-02-21T00:00:00.000Z",2013
76,"2021-01-07T00:00:00.000Z",2015
83,"2018-04-30T00:00:00.000Z",2013
149,"2018-08-31T00:00:00.000Z",2015
67,"2019-01-10T00:00:00.000Z",2013
155,"2020-12-02T00:00:00.000Z",2018
103,"2018-02-12T00:00:00.000Z",1999
523,"2022-03-29T00:00:00.000Z",2018
789,"2021-06-24T00:00:00.000Z",2019
961,"2017-11-15T00:00:00.000Z",2013
854,"2015-10-12T00:00:00.000Z",2014
554,"2021-10-28T00:00:00.000Z",2021
522,"2021-10-06T00:00:00.000Z",2017
935,"2018-05-24T00:00:00.000Z",2010
552,"2021-05-31T00:00:00.000Z",2017
687,"2021-04-14T00:00:00.000Z",2015
815,"2021-10-18T00:00:00.000Z",2017
895,"2021-04-13T00:00:00.000Z",2016
510,"2019-07-31T00:00:00.000Z",2013
531,"2021-06-30T00:00:00.000Z",2016
949,"2019-05-30T00:00:00.000Z",2014
833,"2022-03-15T00:00:00.000Z",2014
650,"2018-04-08T00:00:00.000Z",2013
1057,"2015-08-12T00:00:00.000Z",2011
785,"2021-02-17T00:00:00.000Z",2008
408,"2021-09-15T00:00:00.000Z",2011
1015,"2021-02-10T00:00:00.000Z",2018
642,"2021-01-06T00:00:00.000Z",2013
617,"2019-01-22T00:00:00.000Z",2015
779,"2021-11-10T00:00:00.000Z",2015
475,"2020-11-03T00:00:00.000Z",2012
349,"2021-10-04T00:00:00.000Z",2019
272,"2021-06-23T00:00:00.000Z",2015
708,"2021-06-08T00:00:00.000Z",2014
916,"2022-03-16T00:00:00.000Z",2011
289,"2020-05-22T00:00:00.000Z",2014
675,"2022-01-18T00:00:00.000Z",2015
266,"2021-03-22T00:00:00.000Z",2017
784,"2021-07-13T00:00:00.000Z",2019
471,"2021-05-11T00:00:00.000Z",2011
622,"2015-11-18T00:00:00.000Z",1998
574,"2021-11-22T00:00:00.000Z",2011
766,"2022-01-12T00:00:00.000Z",2012
693,"2021-04-13T00:00:00.000Z",2012
390,"2021-05-18T00:00:00.000Z",2004
413,"2021-12-15T00:00:00.000Z",2015
684,"2021-07-14T00:00:00.000Z",2015
801,"2021-10-06T00:00:00.000Z",2019
748,"2019-02-14T00:00:00.000Z",2009
206,"2021-08-10T00:00:00.000Z",2018
752,"2021-10-05T00:00:00.000Z",2014
820,"2021-11-10T00:00:00.000Z",2013
965,"2018-07-10T00:00:00.000Z",2007
448,"2015-04-29T00:00:00.000Z",2011
902,"2021-01-27T00:00:00.000Z",2015
1036,"2021-10-11T00:00:00.000Z",2016
304,"2021-03-09T00:00:00.000Z",2016
325,"2021-06-21T00:00:00.000Z",2015
1019,"2021-08-24T00:00:00.000Z",2015
690,"2022-04-05T00:00:00.000Z",2015
636,"2021-10-28T00:00:00.000Z",2007
342,"2021-03-23T00:00:00.000Z",2015
343,"2021-08-10T00:00:00.000Z",2014
933,"2018-05-21T00:00:00.000Z",2016
1011,"2021-12-01T00:00:00.000Z",2007
1062,"2015-10-12T00:00:00.000Z",2009
428,"2020-12-15T00:00:00.000Z",2010
1021,"2021-06-29T00:00:00.000Z",2014
332,"2021-07-28T00:00:00.000Z",2013
950,"2021-12-27T00:00:00.000Z",2017
54,"2020-04-30T00:00:00.000Z",2012
308,"2022-01-18T00:00:00.000Z",2014
493,"2021-07-28T00:00:00.000Z",2012
237,"2021-01-13T00:00:00.000Z",2012
730,"2021-09-29T00:00:00.000Z",2010
741,"2022-02-01T00:00:00.000Z",2014
960,"2021-01-07T00:00:00.000Z",2009
1038,"2014-08-29T00:00:00.000Z",2010
780,"2021-06-02T00:00:00.000Z",2013
774,"2021-05-12T00:00:00.000Z",2016
936,"2021-08-04T00:00:00.000Z",2015
351,"2021-10-14T00:00:00.000Z",2011
602,"2021-11-10T00:00:00.000Z",2018
802,"2021-06-16T00:00:00.000Z",2015
794,"2016-01-01T00:00:00.000Z",2009
381,"2016-01-28T00:00:00.000Z",2012
1025,"2021-02-25T00:00:00.000Z",2014
831,"2021-01-14T00:00:00.000Z",2015
429,"2021-05-24T00:00:00.000Z",2015
547,"2021-09-08T00:00:00.000Z",2014
568,"2021-06-15T00:00:00.000Z",2013
57,"2020-04-01T00:00:00.000Z",2016
628,"2015-07-13T00:00:00.000Z",2011
517,"2021-09-08T00:00:00.000Z",2015
777,"2021-12-09T00:00:00.000Z",2020
827,"2021-02-08T00:00:00.000Z",2004
786,"2020-07-16T00:00:00.000Z",2012
528,"2017-11-01T00:00:00.000Z",2011
210,"2022-01-24T00:00:00.000Z",2012
917,"2021-02-01T00:00:00.000Z",2017
328,"2021-01-26T00:00:00.000Z",2013
508,"2021-03-29T00:00:00.000Z",2012
192,"2020-10-22T00:00:00.000Z",2017
994,"2021-03-16T00:00:00.000Z",2007
877,"2021-07-22T00:00:00.000Z",2015
646,"2021-04-29T00:00:00.000Z",2011
589,"2020-08-25T00:00:00.000Z",2011
278,"2019-10-17T00:00:00.000Z",2013
474,"2021-10-28T00:00:00.000Z",2016
918,"2018-08-27T00:00:00.000Z",2014
323,"2021-04-21T00:00:00.000Z",2003
729,"2018-07-19T00:00:00.000Z",2012
835,"2014-03-20T00:00:00.000Z",2009
680,"2019-06-03T00:00:00.000Z",2016
927,"2021-04-14T00:00:00.000Z",2016
467,"2021-04-19T00:00:00.000Z",2016
535,"2022-03-10T00:00:00.000Z",2015
773,"2022-02-22T00:00:00.000Z",2013
596,"2020-10-06T00:00:00.000Z",2017
267,"2022-03-16T00:00:00.000Z",2015
208,"2020-11-23T00:00:00.000Z",2014
702,"2014-10-23T00:00:00.000Z",2010
648,"2018-07-18T00:00:00.000Z",2009
1003,"2021-01-19T00:00:00.000Z",2006
412,"2021-07-26T00:00:00.000Z",2015
558,"2021-08-13T00:00:00.000Z",2017
1029,"2021-12-13T00:00:00.000Z",2006
158,"2019-07-17T00:00:00.000Z",2009
536,"2021-04-27T00:00:00.000Z",2014
598,"2020-12-02T00:00:00.000Z",2015
512,"2015-08-20T00:00:00.000Z",2007
39,"2021-06-03T00:00:00.000Z",2013
1037,"2022-03-23T00:00:00.000Z",2009
431,"2021-09-15T00:00:00.000Z",2018
739,"2021-09-29T00:00:00.000Z",2013
499,"2021-05-05T00:00:00.000Z",2014
207,"2019-11-13T00:00:00.000Z",2015
1069,"2017-06-29T00:00:00.000Z",2012
307,"2021-02-19T00:00:00.000Z",2014
