country_name,country_code,indicator_name,indicator_code,debt
Angola,AGO,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,47038476.100000001
Angola,AGO,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,8598512708.200000763
Angola,AGO,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,9017246499.299999237
Angola,AGO,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,1052092441.200000048
Angola,AGO,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,343444200
Angola,AGO,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,95556000
Angola,AGO,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,2468532919.900000095
Angola,AGO,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,1906771593.799999952
Angola,AGO,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,746458004.299999952
Angola,AGO,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,11067045628.100000381
Armenia,ARM,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,426959175.600000024
Armenia,ARM,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,275292981.100000024
Armenia,ARM,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,128076000
Armenia,ARM,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,68968314.700000003
Armenia,ARM,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,174269846.699999988
Armenia,ARM,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,24094832
Armenia,ARM,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,0
Armenia,ARM,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,65754000
Armenia,ARM,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,1635012
Armenia,ARM,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,196685.2
Armenia,ARM,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,94331207.099999994
Armenia,ARM,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,252689328.900000006
Armenia,ARM,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,57171463.899999999
Armenia,ARM,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,163299521.800000012
Armenia,ARM,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,426959175.600000024
Armenia,ARM,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,81266295.900000006
Armenia,ARM,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,1635012
Armenia,ARM,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,65950685.200000003
Armenia,ARM,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,845630723.799999952
Armenia,ARM,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,680696190
Azerbaijan,AZE,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,1088458061.200000048
Azerbaijan,AZE,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,495732858.100000024
Azerbaijan,AZE,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,74183981
Azerbaijan,AZE,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,106369937
Azerbaijan,AZE,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,84748079.599999994
Azerbaijan,AZE,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,10085950
Azerbaijan,AZE,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,0
Azerbaijan,AZE,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,225022000
Azerbaijan,AZE,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,423613103.800000012
Azerbaijan,AZE,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,347550999.600000024
Azerbaijan,AZE,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,49574780.200000003
Azerbaijan,AZE,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,513623656.5
Azerbaijan,AZE,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,656158982
Azerbaijan,AZE,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,136577146.900000006
Azerbaijan,AZE,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,619993593.5
Azerbaijan,AZE,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,740907061.600000024
Azerbaijan,AZE,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,146663096.900000006
Azerbaijan,AZE,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,4110150.2
Azerbaijan,AZE,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,289000
Azerbaijan,AZE,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,427723254
Azerbaijan,AZE,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,347550999.600000024
Azerbaijan,AZE,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,274885780.199999988
Azerbaijan,AZE,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,1513813661.400000095
Azerbaijan,AZE,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,466096813.899999976
Bangladesh,BGD,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,9050557611.899999619
Bangladesh,BGD,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,821146448.700000048
Bangladesh,BGD,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,155543000
Bangladesh,BGD,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,386702219.800000012
Bangladesh,BGD,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,6141785637.5
Bangladesh,BGD,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,309079773.399999976
Bangladesh,BGD,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,3943983.7
Bangladesh,BGD,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,0
Bangladesh,BGD,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,1039564682.700000048
Bangladesh,BGD,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,2908771974.400000095
Bangladesh,BGD,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,356392675.300000012
Bangladesh,BGD,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,1426266902.5
Bangladesh,BGD,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,9050557611.899999619
Bangladesh,BGD,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,665472448.700000048
Bangladesh,BGD,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,1683666.7
Bangladesh,BGD,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,131000
Bangladesh,BGD,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,5627650.4
Bangladesh,BGD,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,131000
Bangladesh,BGD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2077014552.900000095
Bangladesh,BGD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,645120000
Belarus,BLR,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2525227414.900000095
Belarus,BLR,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,1214489897.099999905
Belarus,BLR,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,272640306.399999976
Belarus,BLR,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,1487363278.5
Belarus,BLR,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,2265336386.699999809
Belarus,BLR,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,630234914.899999976
Belarus,BLR,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,0
Belarus,BLR,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,100750000
Belarus,BLR,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,935058288.399999976
Belarus,BLR,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,77099095.900000006
Belarus,BLR,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,595438826
Belarus,BLR,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,241493806
Belarus,BLR,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,133026579.900000006
Belarus,BLR,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,2082802104.5
Belarus,BLR,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,2506830192.699999809
Belarus,BLR,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,763261494.799999952
Belarus,BLR,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,28912000
Belarus,BLR,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,18397222.199999999
Belarus,BLR,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,739000
Belarus,BLR,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,963970288.399999976
Belarus,BLR,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,18397222.199999999
Belarus,BLR,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,178588095.900000006
Belarus,BLR,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,4640037884.199999809
Belarus,BLR,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,1593265491.299999952
Belize,BLZ,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,53429527.600000001
Belize,BLZ,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,53565437.100000001
Belize,BLZ,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,4480000
Belize,BLZ,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,23329498.399999999
Belize,BLZ,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,3581448.7
Belize,BLZ,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,3455608.4
Belize,BLZ,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,26325100
Belize,BLZ,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,33549000
Belize,BLZ,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,0
Belize,BLZ,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,1084000
Belize,BLZ,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,29683326.5
Belize,BLZ,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,49848078.899999999
Belize,BLZ,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,10996828.699999999
Belize,BLZ,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,53012824.899999999
Belize,BLZ,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,53429527.600000001
Belize,BLZ,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,14452437.1
Belize,BLZ,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,26325100
Belize,BLZ,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,34633000
Belize,BLZ,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,105609924.900000006
Belize,BLZ,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,26272000
Benin,BEN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,648444772.899999976
Benin,BEN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,50293011.899999999
Benin,BEN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,26014505.800000001
Benin,BEN,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,334698287.300000012
Benin,BEN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,13208408.6
Benin,BEN,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,28675813
Benin,BEN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,43999044.399999999
Benin,BEN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,3565299.6
Benin,BEN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,91631639.5
Benin,BEN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,269747441.199999988
Benin,BEN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,33519303.699999999
Benin,BEN,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,117646145.299999997
Benin,BEN,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,604445728.5
Benin,BEN,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,46727712.299999997
Benin,BEN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,28675813
Benin,BEN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,43999044.399999999
Benin,BEN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,3565299.6
Benin,BEN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,146321958.300000012
Bhutan,BTN,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,149814565.800000012
Bhutan,BTN,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,201006184.099999994
Bhutan,BTN,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,189877869.800000012
Bhutan,BTN,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,95819437.400000006
Bhutan,BTN,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,184064524.800000012
Bhutan,BTN,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,5990246.6
Bhutan,BTN,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,11867672.1
Bhutan,BTN,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,8052276.3
Bhutan,BTN,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,17390420.5
Bhutan,BTN,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,42127456.299999997
Bhutan,BTN,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,8889383
Bhutan,BTN,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,207268290.300000012
Bhutan,BTN,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,137946893.699999988
Bhutan,BTN,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,192953907.800000012
Bhutan,BTN,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,5990246.6
Bhutan,BTN,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,11867672.1
Bhutan,BTN,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,8052276.3
Bhutan,BTN,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,213258536.900000006
Bolivia,BOL,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,1421491255.200000048
Bolivia,BOL,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,394855845.899999976
Bolivia,BOL,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,108075000
Bolivia,BOL,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,67814879.900000006
Bolivia,BOL,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,554128686.299999952
Bolivia,BOL,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,32609012.399999999
Bolivia,BOL,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,0
Bolivia,BOL,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,99122000
Bolivia,BOL,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,266701.5
Bolivia,BOL,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,16528896.5
Bolivia,BOL,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,62662.5
Bolivia,BOL,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,357721211.5
Bolivia,BOL,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,850833672.399999976
Bolivia,BOL,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,154977576.599999994
Bolivia,BOL,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,425536091.399999976
Bolivia,BOL,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,1404962358.700000048
Bolivia,BOL,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,187586589
Bolivia,BOL,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,1076571.6
Bolivia,BOL,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,9594.4
Bolivia,BOL,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,1343273.1
Bolivia,BOL,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,16528896.5
Bolivia,BOL,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,99194256.900000006
Bolivia,BOL,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,1060650554.5
Bolivia,BOL,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,633771190
Bosnia and Herzegovina,BIH,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,253819587.300000012
Bosnia and Herzegovina,BIH,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,604620360
Bosnia and Herzegovina,BIH,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,545519000
Bosnia and Herzegovina,BIH,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,108704966.200000003
Bosnia and Herzegovina,BIH,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,114375048.299999997
Bosnia and Herzegovina,BIH,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,12605397.699999999
Bosnia and Herzegovina,BIH,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,22306080.5
Bosnia and Herzegovina,BIH,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,1625051.5
Bosnia and Herzegovina,BIH,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,8958027.699999999
Bosnia and Herzegovina,BIH,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,953443.5
Bosnia and Herzegovina,BIH,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,290170946.5
Bosnia and Herzegovina,BIH,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,139444539
Bosnia and Herzegovina,BIH,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,43917467.299999997
Bosnia and Herzegovina,BIH,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,398875912.699999988
Bosnia and Herzegovina,BIH,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,253819587.300000012
Bosnia and Herzegovina,BIH,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,56522865
Bosnia and Herzegovina,BIH,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,31264108.199999999
Bosnia and Herzegovina,BIH,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,2578495
Bosnia and Herzegovina,BIH,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2112748020.900000095
Bosnia and Herzegovina,BIH,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,1682608000
Botswana,BWA,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,53337570.100000001
Botswana,BWA,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,24028273.800000001
Botswana,BWA,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,7903563.5
